(93.0946574902,96.7944728755,UP )
(93.0946574902,95.7944728755,UP )
(93.0946574902,94.7944728755,UP )
(93.0946574902,93.7944728755,UP )
(93.0946574902,92.7944728755,UP )
(93.0946574902,91.7944728755,UP )
(93.0946574902,90.7944728755,UP )
(93.0946574902,89.7944728755,UP )
(93.0946574902,88.7944728755,UP )
(93.0946574902,87.7944728755,UP )
(93.0946574902,86.7944728755,UP )
(93.0946574902,85.7944728755,UP )
(93.0946574902,84.7944728755,UP )
(93.0946574902,83.7944728755,UP )
(93.0946574902,82.7944728755,UP )
(93.0946574902,81.7944728755,UP )
(93.0946574902,80.7944728755,UP )
(92.0946574902,80.7944728755,LEFT )
(91.0946574902,80.7944728755,LEFT )
(90.0946574902,80.7944728755,LEFT )
(89.0946574902,80.7944728755,LEFT )
(88.0946574902,80.7944728755,LEFT )
(87.0946574902,80.7944728755,LEFT )
(86.0946574902,80.7944728755,LEFT )
(85.0946574902,80.7944728755,LEFT )
(84.0946574902,80.7944728755,LEFT )
(83.0946574902,80.7944728755,LEFT )
(82.0946574902,80.7944728755,LEFT )
(81.0946574902,80.7944728755,LEFT )
(80.0946574902,80.7944728755,LEFT )
(79.0946574902,80.7944728755,LEFT )
(78.0946574902,80.7944728755,LEFT )
(77.0946574902,80.7944728755,LEFT )
(76.0946574902,80.7944728755,LEFT )
(75.0946574902,80.7944728755,LEFT )
(74.0946574902,80.7944728755,LEFT )
(73.0946574902,80.7944728755,LEFT )
(72.0946574902,80.7944728755,LEFT )
(71.0946574902,80.7944728755,LEFT )
(70.0946574902,80.7944728755,LEFT )
(69.0946574902,80.7944728755,LEFT )
(68.0946574902,80.7944728755,LEFT )
(67.0946574902,80.7944728755,LEFT )
(66.0946574902,80.7944728755,LEFT )
(65.0946574902,80.7944728755,LEFT )
(64.0946574902,80.7944728755,LEFT )
(63.0946574902,80.7944728755,LEFT )
(63.0946574902,81.7944728755,DOWN )
(63.0946574902,82.7944728755,DOWN )
(63.0946574902,83.7944728755,DOWN )
(63.0946574902,84.7944728755,DOWN )
(63.0946574902,85.7944728755,DOWN )
(63.0946574902,86.7944728755,DOWN )
(63.0946574902,87.7944728755,DOWN )
(63.0946574902,88.7944728755,DOWN )
(63.0946574902,89.7944728755,DOWN )
(63.0946574902,90.7944728755,DOWN )
(63.0946574902,91.7944728755,DOWN )
(63.0946574902,92.7944728755,DOWN )
(63.0946574902,93.7944728755,DOWN )
(63.0946574902,94.7944728755,DOWN )
(63.0946574902,95.7944728755,DOWN )
(63.0946574902,96.7944728755,DOWN )
(63.0946574902,97.7944728755,DOWN )
(63.0946574902,98.7944728755,DOWN )
(63.0946574902,99.7944728755,DOWN )
(63.0946574902,100.794472876,DOWN )
(63.0946574902,101.794472876,DOWN )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
(63.0946574902,101.794472876,RIGHT )
